episode,step,domain,action,reward,completed,blocked,remaining_product,blocked_product,remaining_mcp,blocked_mcp
0,0,product,execute_tasks,3.9299999999999997,2,0,26,9,20,6
0,1,product,execute_tasks,5.998333333333333,3,0,23,9,20,6
0,2,product,execute_tasks,5.986666666666666,3,0,20,9,20,6
0,3,product,execute_tasks,3.9416666666666664,2,0,18,9,20,6
0,4,product,recover_critics,1.9233333333333331,1,0,17,6,20,6
0,5,mcp,execute_tasks,1.9949999999999999,1,0,17,6,19,6
0,6,product,execute_tasks,0.15333333333333327,1,1,16,7,19,6
0,7,product,execute_tasks,4.19,3,1,13,8,19,6
0,8,product,recover_critics,-0.135,0,0,13,5,19,6
0,9,product,execute_tasks,5.991666666666666,3,0,10,5,19,6
0,10,product,recover_critics,-0.045,0,0,10,3,19,6
0,11,product,execute_tasks,3.9216666666666664,2,0,8,3,19,6
0,12,mcp,execute_tasks,5.95,3,0,8,3,16,6
0,13,product,execute_tasks,3.945,2,0,6,3,16,6
0,14,product,recover_critics,-0.48000000000000004,0,1,6,2,16,7
0,15,product,execute_tasks,1.9649999999999999,1,0,6,2,16,7
0,16,product,execute_tasks,2.175,2,1,6,3,16,7
0,17,product,recover_critics,0.015,0,0,6,2,16,7
0,18,product,execute_tasks,4.07,3,1,6,3,16,7
0,19,product,recover_critics,-0.039999999999999994,0,0,6,2,16,7
0,20,product,execute_tasks,1.9699999999999998,1,0,6,2,16,7
0,21,product,execute_tasks,3.973333333333333,2,0,6,2,16,7
0,22,product,execute_tasks,3.8716666666666666,2,0,6,2,16,7
0,23,product,execute_tasks,1.9366666666666665,1,0,6,2,16,7
0,24,product,execute_tasks,4.056666666666667,3,1,6,3,16,7
0,25,product,recover_critics,1.88,1,0,6,2,16,7
0,26,product,execute_tasks,1.9849999999999999,1,0,6,2,16,7
0,27,product,execute_tasks,3.965,2,0,6,2,16,7
0,28,product,execute_tasks,0.18833333333333327,1,1,6,3,16,7
0,29,product,recover_critics,-0.03666666666666667,0,0,6,2,16,7
0,30,product,execute_tasks,2.08,2,1,6,3,16,7
0,31,product,recover_critics,0.015,0,0,6,2,16,7
0,32,product,execute_tasks,3.983333333333333,2,0,6,2,16,7
0,33,product,execute_tasks,3.9216666666666664,2,0,6,2,16,7
0,34,product,execute_tasks,5.8933333333333335,3,0,6,2,16,7
0,35,product,execute_tasks,1.9233333333333331,1,0,6,2,16,7
0,36,product,execute_tasks,3.855,2,0,6,2,16,7
0,37,product,execute_tasks,1.8583333333333332,1,0,6,2,16,7
0,38,product,execute_tasks,4.173333333333334,3,1,6,3,16,7
0,39,product,recover_critics,-0.09833333333333334,0,0,6,2,16,7
0,40,product,execute_tasks,5.97,3,0,6,2,16,7
0,41,product,execute_tasks,1.9299999999999997,1,0,6,2,16,7
0,42,product,execute_tasks,1.9799999999999998,1,0,6,2,16,7
0,43,product,execute_tasks,5.868333333333333,3,0,6,2,16,7
0,44,product,execute_tasks,5.916666666666666,3,0,6,2,16,7
0,45,product,execute_tasks,3.9566666666666666,2,0,6,2,16,7
0,46,product,execute_tasks,0.1366666666666666,1,1,6,3,16,7
0,47,product,recover_critics,-0.5266666666666667,0,1,6,2,16,8
0,48,product,execute_tasks,1.9933333333333332,1,0,6,2,16,8
0,49,product,execute_tasks,3.985,2,0,6,2,16,8
0,50,product,execute_tasks,4.18,3,1,6,3,16,8
0,51,product,recover_critics,-0.03166666666666666,0,0,6,2,16,8
0,52,product,execute_tasks,3.9816666666666665,2,0,6,2,16,8
0,53,product,execute_tasks,5.875,3,0,6,2,16,8
0,54,product,execute_tasks,5.983333333333333,3,0,6,2,16,8
0,55,product,execute_tasks,2.19,2,1,6,3,16,8
0,56,product,recover_critics,1.8649999999999998,1,0,6,2,16,8
0,57,product,execute_tasks,1.873333333333333,1,0,6,2,16,8
0,58,product,execute_tasks,1.9183333333333332,1,0,6,2,16,8
0,59,product,execute_tasks,5.88,3,0,6,2,16,8
0,60,product,execute_tasks,1.6166666666666667,1,1,6,2,16,9
0,61,product,execute_tasks,1.9649999999999999,1,0,6,2,16,9
0,62,product,execute_tasks,0.1416666666666666,1,1,6,3,16,9
0,63,product,recover_critics,1.8683333333333332,1,0,6,2,16,9
0,64,mcp,recover_critics,-0.5333333333333333,0,1,6,3,16,6
0,65,product,recover_critics,1.853333333333333,1,0,6,2,16,6
0,66,product,execute_tasks,3.9166666666666665,2,0,6,2,16,6
0,67,product,execute_tasks,5.8533333333333335,3,0,6,2,16,6
0,68,product,execute_tasks,4.011666666666667,2,0,6,2,16,6
0,69,product,execute_tasks,5.881666666666667,3,0,6,2,16,6
0,70,product,execute_tasks,5.963333333333333,3,0,6,2,16,6
0,71,product,execute_tasks,2.1533333333333333,2,1,6,3,16,6
0,72,product,recover_critics,-0.05499999999999999,0,0,6,2,16,6
0,73,product,execute_tasks,6.0,3,0,6,2,16,6
0,74,product,execute_tasks,3.9616666666666664,2,0,6,2,16,6
0,75,product,execute_tasks,3.873333333333333,2,0,6,2,16,6
0,76,product,execute_tasks,1.9166666666666665,1,0,6,2,16,6
0,77,product,execute_tasks,3.9433333333333334,2,0,6,2,16,6
0,78,product,execute_tasks,3.973333333333333,2,0,6,2,16,6
0,79,product,execute_tasks,1.863333333333333,1,0,6,2,16,6
0,80,product,execute_tasks,2.0833333333333335,2,1,6,3,16,6
0,81,product,recover_critics,-0.043333333333333335,0,0,6,2,16,6
0,82,product,execute_tasks,3.8633333333333333,2,0,6,2,16,6
0,83,product,execute_tasks,3.965,2,0,6,2,16,6
0,84,product,execute_tasks,5.944999999999999,3,0,6,2,16,6
0,85,product,execute_tasks,1.998333333333333,1,0,6,2,16,6
0,86,product,execute_tasks,2.1966666666666668,2,1,6,3,16,6
0,87,product,recover_critics,-0.04666666666666666,0,0,6,2,16,6
0,88,product,execute_tasks,1.8616666666666666,1,0,6,2,16,6
0,89,product,execute_tasks,1.8783333333333332,1,0,6,2,16,6
0,90,product,execute_tasks,1.88,1,0,6,2,16,6
0,91,product,execute_tasks,5.965,3,0,6,2,16,6
0,92,product,execute_tasks,3.513333333333333,2,1,6,2,16,7
0,93,mcp,execute_tasks,3.2566666666666664,2,0,6,2,14,7
0,94,product,execute_tasks,4.083333333333333,3,1,6,3,14,7
0,95,product,recover_critics,-0.08833333333333333,0,0,6,2,14,7
0,96,product,execute_tasks,0.05999999999999994,1,1,6,3,14,7
0,97,product,recover_critics,-0.13,0,0,6,2,14,7
0,98,product,execute_tasks,1.4783333333333335,1,1,6,2,14,8
0,99,mcp,recover_critics,-0.795,0,0,6,2,14,5
1,0,product,execute_tasks,2.013333333333333,1,0,27,9,20,6
1,1,product,execute_tasks,3.9466666666666663,2,0,25,9,20,6
1,2,product,execute_tasks,5.87,3,0,22,9,20,6
1,3,product,execute_tasks,1.8716666666666666,1,0,21,9,20,6
1,4,product,execute_tasks,3.913333333333333,2,0,19,9,20,6
1,5,product,execute_tasks,2.005,1,0,18,9,20,6
1,6,product,recover_critics,-0.08666666666666666,0,0,18,6,20,6
1,7,product,execute_tasks,3.9266666666666663,2,0,16,6,20,6
1,8,product,execute_tasks,2.19,2,1,14,7,20,6
1,9,product,recover_critics,-0.14833333333333332,0,0,14,4,20,6
1,10,product,execute_tasks,2.1233333333333335,2,1,12,5,20,6
1,11,product,execute_tasks,1.8766666666666665,1,0,11,5,20,6
1,12,product,execute_tasks,3.598333333333333,2,1,9,5,20,7
1,13,product,recover_critics,-0.018333333333333326,0,0,9,3,20,7
1,14,product,execute_tasks,1.9,1,0,8,3,20,7
1,15,product,execute_tasks,1.9916666666666665,1,0,7,3,20,7
1,16,product,execute_tasks,3.978333333333333,2,0,6,3,20,7
1,17,product,recover_critics,-0.14166666666666666,0,0,6,2,20,7
1,18,product,execute_tasks,5.871666666666666,3,0,6,2,20,7
1,19,product,execute_tasks,5.928333333333333,3,0,6,2,20,7
1,20,product,execute_tasks,5.876666666666667,3,0,6,2,20,7
1,21,product,execute_tasks,0.14999999999999994,1,1,6,3,20,7
1,22,product,recover_critics,-0.011666666666666665,0,0,6,2,20,7
1,23,product,execute_tasks,5.881666666666667,3,0,6,2,20,7
1,24,product,execute_tasks,1.9249999999999998,1,0,6,2,20,7
1,25,product,execute_tasks,5.9783333333333335,3,0,6,2,20,7
1,26,product,execute_tasks,2.098333333333333,2,1,6,3,20,7
1,27,product,recover_critics,1.9583333333333333,1,0,6,2,20,7
1,28,product,execute_tasks,5.89,3,0,6,2,20,7
1,29,product,execute_tasks,1.9949999999999999,1,0,6,2,20,7
1,30,product,execute_tasks,4.0,2,0,6,2,20,7
1,31,product,execute_tasks,1.8983333333333332,1,0,6,2,20,7
1,32,product,execute_tasks,1.8516666666666666,1,0,6,2,20,7
1,33,product,execute_tasks,4.013333333333333,2,0,6,2,20,7
1,34,product,execute_tasks,3.9016666666666664,2,0,6,2,20,7
1,35,product,execute_tasks,5.99,3,0,6,2,20,7
1,36,product,execute_tasks,0.16999999999999993,1,1,6,3,20,7
1,37,product,recover_critics,-0.03666666666666667,0,0,6,2,20,7
1,38,product,execute_tasks,6.003333333333333,3,0,6,2,20,7
1,39,product,execute_tasks,4.133333333333334,3,1,6,3,20,7
1,40,product,recover_critics,1.883333333333333,1,0,6,2,20,7
1,41,product,execute_tasks,3.9066666666666663,2,0,6,2,20,7
1,42,product,execute_tasks,0.15999999999999995,1,1,6,3,20,7
1,43,product,recover_critics,-0.07166666666666667,0,0,6,2,20,7
1,44,product,execute_tasks,1.9683333333333333,1,0,6,2,20,7
1,45,product,execute_tasks,3.9683333333333333,2,0,6,2,20,7
1,46,product,execute_tasks,3.8616666666666664,2,0,6,2,20,7
1,47,product,execute_tasks,1.8883333333333332,1,0,6,2,20,7
1,48,product,execute_tasks,1.9116666666666664,1,0,6,2,20,7
1,49,product,execute_tasks,3.905,2,0,6,2,20,7
1,50,product,execute_tasks,2.1216666666666666,2,1,6,3,20,7
1,51,product,recover_critics,-0.035,0,0,6,2,20,7
1,52,product,execute_tasks,6.016666666666667,3,0,6,2,20,7
1,53,product,execute_tasks,5.88,3,0,6,2,20,7
1,54,product,execute_tasks,5.9399999999999995,3,0,6,2,20,7
1,55,product,execute_tasks,5.885,3,0,6,2,20,7
1,56,product,execute_tasks,1.9333333333333331,1,0,6,2,20,7
1,57,product,execute_tasks,5.8999999999999995,3,0,6,2,20,7
1,58,product,execute_tasks,5.863333333333333,3,0,6,2,20,7
1,59,product,execute_tasks,5.943333333333333,3,0,6,2,20,7
1,60,product,execute_tasks,5.8999999999999995,3,0,6,2,20,7
1,61,product,execute_tasks,3.498333333333333,2,1,6,2,20,8
1,62,product,execute_tasks,4.1883333333333335,3,1,6,3,20,8
1,63,product,recover_critics,-0.06,0,0,6,2,20,8
1,64,product,execute_tasks,5.9783333333333335,3,0,6,2,20,8
1,65,product,execute_tasks,3.9616666666666664,2,0,6,2,20,8
1,66,product,execute_tasks,0.19333333333333327,1,1,6,3,20,8
1,67,product,recover_critics,-0.05333333333333333,0,0,6,2,20,8
1,68,product,execute_tasks,0.06666666666666662,1,1,6,3,20,8
1,69,product,recover_critics,-0.03666666666666667,0,0,6,2,20,8
1,70,product,execute_tasks,1.9699999999999998,1,0,6,2,20,8
1,71,product,execute_tasks,0.16499999999999992,1,1,6,3,20,8
1,72,product,recover_critics,-0.12000000000000001,0,0,6,2,20,8
1,73,product,execute_tasks,3.8899999999999997,2,0,6,2,20,8
1,74,product,execute_tasks,0.11499999999999994,1,1,6,3,20,8
1,75,product,recover_critics,0.01666666666666667,0,0,6,2,20,8
1,76,mcp,execute_tasks,6.01,3,0,6,2,17,8
1,77,product,execute_tasks,4.011666666666667,2,0,6,2,17,8
1,78,product,execute_tasks,0.15166666666666662,1,1,6,3,17,8
1,79,product,recover_critics,-0.10333333333333332,0,0,6,2,17,8
1,80,product,execute_tasks,2.1366666666666667,2,1,6,3,17,8
1,81,product,recover_critics,-0.14833333333333332,0,0,6,2,17,8
1,82,product,execute_tasks,1.9183333333333332,1,0,6,2,17,8
1,83,product,execute_tasks,4.183333333333334,3,1,6,3,17,8
1,84,product,recover_critics,1.893333333333333,1,0,6,2,17,8
1,85,product,execute_tasks,2.165,2,1,6,3,17,8
1,86,product,recover_critics,-0.14500000000000002,0,0,6,2,17,8
1,87,product,execute_tasks,5.908333333333333,3,0,6,2,17,8
1,88,product,execute_tasks,5.991666666666666,3,0,6,2,17,8
1,89,product,execute_tasks,2.131666666666667,2,1,6,3,17,8
1,90,product,recover_critics,0.010000000000000002,0,0,6,2,17,8
1,91,product,execute_tasks,5.8933333333333335,3,0,6,2,17,8
1,92,product,execute_tasks,3.9033333333333333,2,0,6,2,17,8
1,93,product,execute_tasks,1.9116666666666664,1,0,6,2,17,8
1,94,product,execute_tasks,3.94,2,0,6,2,17,8
1,95,product,execute_tasks,3.9299999999999997,2,0,6,2,17,8
1,96,product,execute_tasks,2.18,2,1,6,3,17,8
1,97,product,recover_critics,-0.045,0,0,6,2,17,8
1,98,mcp,execute_tasks,3.888333333333333,2,0,6,2,15,8
1,99,product,execute_tasks,1.8866666666666665,1,0,6,2,15,8
2,0,product,execute_tasks,5.953333333333333,3,0,25,9,20,6
2,1,product,execute_tasks,0.10499999999999995,1,1,24,10,20,6
2,2,product,execute_tasks,5.8549999999999995,3,0,21,10,20,6
2,3,product,execute_tasks,3.9466666666666663,2,0,19,10,20,6
2,4,product,recover_critics,1.9999999999999998,1,0,18,7,20,6
2,5,product,execute_tasks,1.978333333333333,1,0,17,7,20,6
2,6,product,execute_tasks,5.895,3,0,14,7,20,6
2,7,product,recover_critics,1.9,1,0,13,4,20,6
2,8,product,execute_tasks,3.9349999999999996,2,0,11,4,20,6
2,9,product,execute_tasks,5.963333333333333,3,0,8,4,20,6
2,10,product,recover_critics,-0.08833333333333333,0,0,8,2,20,6
2,11,product,execute_tasks,6.003333333333333,3,0,6,2,20,6
2,12,product,execute_tasks,1.8599999999999999,1,0,6,2,20,6
2,13,product,execute_tasks,3.9566666666666666,2,0,6,2,20,6
2,14,product,execute_tasks,3.898333333333333,2,0,6,2,20,6
2,15,product,execute_tasks,3.855,2,0,6,2,20,6
2,16,product,execute_tasks,5.915,3,0,6,2,20,6
2,17,product,execute_tasks,4.141666666666667,3,1,6,3,20,6
2,18,product,recover_critics,-0.10166666666666667,0,0,6,2,20,6
2,19,product,execute_tasks,1.9699999999999998,1,0,6,2,20,6
2,20,product,execute_tasks,5.906666666666666,3,0,6,2,20,6
2,21,product,execute_tasks,5.996666666666666,3,0,6,2,20,6
2,22,product,execute_tasks,3.9099999999999997,2,0,6,2,20,6
2,23,product,execute_tasks,6.0,3,0,6,2,20,6
2,24,product,execute_tasks,5.863333333333333,3,0,6,2,20,6
2,25,product,execute_tasks,3.8866666666666667,2,0,6,2,20,6
2,26,mcp,execute_tasks,1.9066666666666665,1,0,6,2,19,6
2,27,product,execute_tasks,1.9233333333333331,1,0,6,2,19,6
2,28,product,execute_tasks,0.13499999999999995,1,1,6,3,19,6
2,29,product,recover_critics,-0.14,0,0,6,2,19,6
2,30,product,execute_tasks,5.963333333333333,3,0,6,2,19,6
2,31,product,execute_tasks,5.97,3,0,6,2,19,6
2,32,product,execute_tasks,5.973333333333333,3,0,6,2,19,6
2,33,product,execute_tasks,3.9466666666666663,2,0,6,2,19,6
2,34,product,execute_tasks,0.12999999999999995,1,1,6,3,19,6
2,35,product,recover_critics,-0.105,0,0,6,2,19,6
2,36,product,execute_tasks,4.17,3,1,6,3,19,6
2,37,product,recover_critics,-0.03666666666666667,0,0,6,2,19,6
2,38,product,execute_tasks,5.614999999999999,3,1,6,2,19,7
2,39,product,execute_tasks,1.9183333333333332,1,0,6,2,19,7
2,40,mcp,execute_tasks,1.853333333333333,1,0,6,2,18,7
2,41,product,execute_tasks,0.09333333333333327,1,1,6,3,18,7
2,42,product,recover_critics,-0.11,0,0,6,2,18,7
2,43,product,execute_tasks,6.006666666666667,3,0,6,2,18,7
2,44,product,execute_tasks,3.963333333333333,2,0,6,2,18,7
2,45,product,execute_tasks,1.9483333333333333,1,0,6,2,18,7
2,46,product,execute_tasks,5.553333333333333,3,1,6,2,18,8
2,47,product,execute_tasks,2.1733333333333333,2,1,6,3,18,8
2,48,mcp,execute_tasks,1.853333333333333,1,0,6,3,17,8
2,49,product,recover_critics,-0.5433333333333333,0,1,6,2,17,9
2,50,product,execute_tasks,-0.3483333333333334,1,2,6,3,17,10
2,51,product,recover_critics,-0.07833333333333332,0,0,6,2,17,10
2,52,product,execute_tasks,3.9166666666666665,2,0,6,2,17,10
2,53,product,execute_tasks,6.005,3,0,6,2,17,10
2,54,product,execute_tasks,0.08333333333333329,1,1,6,3,17,10
2,55,product,recover_critics,-0.10333333333333332,0,0,6,2,17,10
2,56,product,execute_tasks,5.875,3,0,6,2,17,10
2,57,product,execute_tasks,1.9349999999999998,1,0,6,2,17,10
2,58,product,execute_tasks,1.5350000000000001,1,1,6,2,17,11
2,59,product,execute_tasks,0.08833333333333329,1,1,6,3,17,11
2,60,product,recover_critics,-0.008333333333333331,0,0,6,2,17,11
2,61,product,execute_tasks,3.8633333333333333,2,0,6,2,17,11
2,62,product,execute_tasks,5.885,3,0,6,2,17,11
2,63,product,execute_tasks,4.125,3,1,6,3,17,11
2,64,product,recover_critics,-0.09166666666666666,0,0,6,2,17,11
2,65,product,execute_tasks,3.885,2,0,6,2,17,11
2,66,product,execute_tasks,1.8549999999999998,1,0,6,2,17,11
2,67,product,execute_tasks,5.593333333333333,3,1,6,2,17,12
2,68,product,execute_tasks,2.07,2,1,6,3,17,12
2,69,product,recover_critics,-0.09333333333333334,0,0,6,2,17,12
2,70,product,execute_tasks,1.9516666666666664,1,0,6,2,17,12
2,71,product,execute_tasks,5.865,3,0,6,2,17,12
2,72,product,execute_tasks,1.8849999999999998,1,0,6,2,17,12
2,73,product,execute_tasks,6.003333333333333,3,0,6,2,17,12
2,74,product,execute_tasks,1.9999999999999998,1,0,6,2,17,12
2,75,product,execute_tasks,5.971666666666667,3,0,6,2,17,12
2,76,product,execute_tasks,1.9633333333333332,1,0,6,2,17,12
2,77,product,execute_tasks,5.984999999999999,3,0,6,2,17,12
2,78,product,execute_tasks,1.9183333333333332,1,0,6,2,17,12
2,79,product,execute_tasks,2.095,2,1,6,3,17,12
2,80,product,recover_critics,-0.115,0,0,6,2,17,12
2,81,product,execute_tasks,0.15499999999999994,1,1,6,3,17,12
2,82,product,recover_critics,-0.14833333333333332,0,0,6,2,17,12
2,83,product,execute_tasks,5.9383333333333335,3,0,6,2,17,12
2,84,product,execute_tasks,5.983333333333333,3,0,6,2,17,12
2,85,product,execute_tasks,3.9499999999999997,2,0,6,2,17,12
2,86,product,execute_tasks,0.13999999999999996,1,1,6,3,17,12
2,87,product,recover_critics,0.015,0,0,6,2,17,12
2,88,product,execute_tasks,4.135,3,1,6,3,17,12
2,89,product,recover_critics,-0.013333333333333336,0,0,6,2,17,12
2,90,product,execute_tasks,4.006666666666667,2,0,6,2,17,12
2,91,product,execute_tasks,6.005,3,0,6,2,17,12
2,92,product,execute_tasks,3.8516666666666666,2,0,6,2,17,12
2,93,product,execute_tasks,4.131666666666667,3,1,6,3,17,12
2,94,product,recover_critics,-0.018333333333333326,0,0,6,2,17,12
2,95,product,execute_tasks,2.2016666666666667,2,1,6,3,17,12
2,96,product,recover_critics,-0.105,0,0,6,2,17,12
2,97,product,execute_tasks,3.8649999999999998,2,0,6,2,17,12
2,98,product,execute_tasks,5.885,3,0,6,2,17,12
2,99,product,execute_tasks,1.8699999999999999,1,0,6,2,17,12
3,0,mcp,execute_tasks,5.953333333333333,3,0,28,9,17,6
3,1,product,execute_tasks,0.1016666666666666,1,1,27,10,17,6
3,2,product,execute_tasks,1.9433333333333331,1,0,26,10,17,6
3,3,product,execute_tasks,2.1683333333333334,2,1,24,11,17,6
3,4,product,execute_tasks,2.155,2,1,22,12,17,6
3,5,product,recover_critics,-0.14,0,0,22,8,17,6
3,6,product,execute_tasks,5.901666666666666,3,0,19,8,17,6
3,7,product,execute_tasks,3.925,2,0,17,8,17,6
3,8,product,execute_tasks,1.5016666666666667,1,1,16,8,17,7
3,9,product,recover_critics,-0.11166666666666665,0,0,16,5,17,7
3,10,product,execute_tasks,1.5283333333333335,1,1,15,5,17,8
3,11,product,execute_tasks,5.886666666666667,3,0,12,5,17,8
3,12,product,execute_tasks,1.9616666666666664,1,0,11,5,17,8
3,13,product,execute_tasks,2.125,2,1,9,6,17,8
3,14,product,recover_critics,2.005,1,0,8,4,17,8
3,15,product,recover_critics,0.0016666666666666705,0,0,8,2,17,8
3,16,product,execute_tasks,1.9216666666666664,1,0,7,2,17,8
3,17,product,execute_tasks,1.8516666666666666,1,0,6,2,17,8
3,18,product,execute_tasks,3.8566666666666665,2,0,6,2,17,8
3,19,product,execute_tasks,1.9666666666666666,1,0,6,2,17,8
3,20,product,execute_tasks,1.9616666666666664,1,0,6,2,17,8
3,21,product,execute_tasks,1.8649999999999998,1,0,6,2,17,8
3,22,product,execute_tasks,1.9416666666666664,1,0,6,2,17,8
3,23,product,execute_tasks,4.053333333333334,3,1,6,3,17,8
3,24,product,recover_critics,-0.11833333333333333,0,0,6,2,17,8
3,25,product,execute_tasks,1.8983333333333332,1,0,6,2,17,8
3,26,product,execute_tasks,6.003333333333333,3,0,6,2,17,8
3,27,product,execute_tasks,0.06499999999999995,1,1,6,3,17,8
3,28,product,recover_critics,-0.033333333333333326,0,0,6,2,17,8
3,29,product,execute_tasks,3.9716666666666667,2,0,6,2,17,8
3,30,product,execute_tasks,5.951666666666666,3,0,6,2,17,8
3,31,product,execute_tasks,3.895,2,0,6,2,17,8
3,32,product,execute_tasks,3.8649999999999998,2,0,6,2,17,8
